blockLot,fullAddress,neighborhood,councilDistrict,policeDistrict,noticeDate,Lat,Lon
0265 019,1337 W PRATT ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,5/13/08,39.28533903,-76.63901632
1517 063,2033 E HOFFMAN ST,BROADWAY EAST,13,EASTERN,4/10/07,39.30644813,-76.58916045
2293 005,3911 EDMONDSON AVE,ALLENDALE,8,SOUTHWESTERN,1/15/14,39.29353497,-76.68114165
0222 056,2110 BOYD ST,BOYD-BOOTH,9,SOUTHWESTERN,11/4/04,39.28658972,-76.65052754
0154 041,1207 W MULBERRY ST,POPPLETON,9,WESTERN,9/25/07,39.29301586,-76.6375882
0703 030,511 S PULASKI ST,CARROLLTON RIDGE,9,SOUTHERN,1/4/11,39.2807311,-76.64860214
1463 038,1732 N MONTFORD AVE,BROADWAY EAST,13,EASTERN,1/30/07,39.3106873,-76.58469807
0204 091,2220 BOOTH ST,BOYD-BOOTH,9,SOUTHWESTERN,5/9/08,39.28751594,-76.65233327
3825 039,2421 BRENTWOOD AVE,BARCLAY,12,EASTERN,3/6/15,39.31683381,-76.61013133
7492C418,2432 HARRIET AVE,LAKELAND,10,SOUTHERN,12/31/12,39.25577125,-76.65128218
0118 063,514 N PAYSON ST,MIDTOWN-EDMONDSON,9,WESTERN,1/25/12,39.29411571,-76.64924201
1606 073,816 N MADEIRA ST,MIDDLE EAST,13,EASTERN,4/17/14,39.30034696,-76.58619858
4131 027,1555 CARSWELL ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,1/27/14,39.32243051,-76.59553967
0055C039,1152 N CARROLLTON AVE,SANDTOWN-WINCHESTER,9,WESTERN,2/5/08,39.30234145,-76.63773801
4178I027,3408 RAVENWOOD AVE,FOUR BY FOUR,13,NORTHEASTERN,8/20/15,39.31549112,-76.57549395
2406 055,1711 POPLAR GROVE ST,NORTHWEST COMMUNITY ACTION,7,SOUTHWESTERN,7/3/14,39.30753749,-76.66540431
0232 032,1324 W LOMBARD ST,UNION SQUARE,9,SOUTHERN,5/19/09,39.28680989,-76.6388853
0452 033,837 HARLEM AVE,UPTON,11,CENTRAL,2/10/05,39.29665966,-76.63213471
2441 044,3207 GRAYSON ST,ROSEMONT,9,SOUTHWESTERN,9/18/12,39.30618221,-76.67145374
2247 019,228 S MONASTERY AVE,IRVINGTON,8,SOUTHWESTERN,1/30/15,39.28340064,-76.68129785
0110 034,621 N MOUNT ST,HARLEM PARK,9,WESTERN,7/26/13,39.29598594,-76.64390273
5152 015,5410 READY AVE,MID-GOVANS,4,NORTHERN,7/10/15,39.35610359,-76.60855009
0062 011,1020 N STRICKER ST,SANDTOWN-WINCHESTER,9,WESTERN,11/24/08,39.30057505,-76.64190234
4613 012,3029 W GARRISON AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,8/23/13,39.34804469,-76.6720025
8138 013,534 S BEECHFIELD AVE,BEECHFIELD,8,SOUTHWESTERN,9/23/15,39.27562606,-76.694811
1109 004,1739 N BOND ST,OLIVER,12,EASTERN,3/1/12,39.31034587,-76.59668797
0121 023,1715 EDMONDSON AVE,HARLEM PARK,9,WESTERN,7/1/13,39.29501513,-76.64468621
1155 100,704 MURA ST,JOHNSTON SQUARE,12,EASTERN,3/22/05,39.30443884,-76.60758996
0063 032,1031 N STRICKER ST,SANDTOWN-WINCHESTER,9,WESTERN,4/24/12,39.3008209,-76.64136781
0170 024,223 N CARROLLTON AVE,POPPLETON,9,WESTERN,1/10/14,39.29193231,-76.6367048
2505 012,3600 HARLEM AVE,EDGEWOOD,8,SOUTHWESTERN,7/30/13,39.29542252,-76.67775464
3903A019,556 E 38TH ST,WAVERLY,4,NORTHERN,6/6/14,39.33553774,-76.60761977
2377C060,616 ASHBURTON ST,MOSHER,9,WESTERN,3/22/07,39.2952409,-76.66168661
4622 020,4725 PARK HEIGHTS AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,3/13/06,39.34486254,-76.67044695
3165 020,2903 SPRINGHILL AVE,PARK CIRCLE,6,NORTHWESTERN,5/26/11,39.33047936,-76.66360905
1659 066,524 N STREEPER ST,MCELDERRY PARK,13,SOUTHEASTERN,1/20/12,39.2976443,-76.57744592
7477 010,2618 HURON ST,MOUNT WINANS,10,SOUTHERN,11/5/04,39.26103496,-76.64550229
1554 002,1103 N PATTERSON PARK AVE,BIDDLE STREET,13,EASTERN,4/20/06,39.30374568,-76.58517207
4526 006,5313 BEAUFORT AVE,ARLINGTON,5,NORTHWESTERN,11/17/09,39.34926223,-76.68234079
5165 078,621 MCCABE AVE,WINSTON-GOVANS,4,NORTHERN,7/13/12,39.3523019,-76.60727689
4041A014,628 BARTLETT AVE,EAST BALTIMORE MIDWAY,12,EASTERN,6/27/15,39.3168431,-76.60696567
0253 031,115 S POPPLETON ST,HOLLINS MARKET,9,SOUTHERN,9/5/14,39.28645967,-76.63173573
0069 001,2120 W LAFAYETTE AVE,BRIDGEVIEW/GREENLAWN,9,WESTERN,7/20/06,39.29918266,-76.65173472
0145 008,314 N PULASKI ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,10/19/12,39.29224558,-76.65054154
1131 007,1012 E HOFFMAN ST,OLIVER,12,EASTERN,1/14/08,39.30625995,-76.6033944
1189 020,1012 N EDEN ST,JOHNSTON SQUARE,12,EASTERN,12/7/11,39.30204413,-76.59966254
7613 007,413 ROUNDVIEW ROAD,CHERRY HILL,10,SOUTHERN,3/5/10,39.25064327,-76.62032066
1534 005,2108 E BIDDLE ST,BROADWAY EAST,13,EASTERN,3/7/08,39.30474587,-76.58787716
0244 029,1718 W PRATT ST,UNION SQUARE,9,SOUTHERN,5/28/15,39.2854565,-76.64455309
0946 055,1122 LEADENHALL ST,SHARP-LEADENHALL,11,SOUTHERN,9/12/14,39.27640336,-76.61834212
5053 034,4668 YORK ROAD,KERNEWOOD,4,NORTHERN,10/24/13,39.34598914,-76.60994762
1517 029,1304 N CHESTER ST,BROADWAY EAST,13,EASTERN,7/5/13,39.30578391,-76.58853677
3211 012,2022 WALBROOK AVE,MONDAWMIN,7,WESTERN,2/24/09,39.31097296,-76.65067821
4010G005,2227 AISQUITH ST,EAST BALTIMORE MIDWAY,12,EASTERN,3/12/14,39.31485378,-76.60031684
0277 040,327 S MOUNT ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,3/13/03,39.28377806,-76.64328321
0226 007,1914 W LOMBARD ST,CARROLLTON RIDGE,9,SOUTHERN,1/2/08,39.28630452,-76.64729776
4139 034,2714 THE ALAMEDA,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,1/23/15,39.32153944,-76.59159094
0280 007,312 S CALHOUN ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,5/9/14,39.28417293,-76.63954415
0699 048,1933 RAMSAY ST,CARROLLTON RIDGE,9,SOUTHERN,1/17/08,39.28281126,-76.64770454
1108 042,1724 N BOND ST,OLIVER,12,EASTERN,9/6/13,39.31011952,-76.59719894
0213 013,1525 W BALTIMORE ST,FRANKLIN SQUARE,9,WESTERN,9/17/15,39.28813032,-76.64190929
2442B065,3218 WESTMONT AVE,ROSEMONT,9,SOUTHWESTERN,9/27/05,39.30139476,-76.67050406
0851 007,516 SCOTT ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,4/7/05,39.28238689,-76.62901181
3403 081,1556 RICHLAND ST,PENN NORTH,7,WESTERN,3/15/08,39.31339813,-76.64538884
3457 004,806 WHITELOCK ST,RESERVOIR HILL,7,CENTRAL,11/10/14,39.31464935,-76.63212991
4577 039,3600 OAKMONT AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,8/31/07,39.3444488,-76.67698748
3241 003,1705 GWYNNS FALLS PKWY,PARKVIEW/WOODBROOK,7,WESTERN,8/13/09,39.31709583,-76.64941265
0275 116,1844 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,1/12/12,39.28380732,-76.64632334
3942A025,1912 E 29TH ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,12/24/13,39.32483399,-76.58826272
2454C001,3000 BELMONT AVE,ROSEMONT,9,SOUTHWESTERN,9/19/13,39.30373791,-76.66737829
4053 052,612 VENABLE AVE,WAVERLY,14,NORTHERN,9/12/13,39.32924141,-76.60768109
0699 027,429 S PAYSON ST,CARROLLTON RIDGE,9,SOUTHERN,2/6/13,39.2822223,-76.6478621
1155 074,709 MURA ST,JOHNSTON SQUARE,12,EASTERN,9/5/14,39.30417963,-76.60744072
1673 055,2530 ORLEANS ST,MCELDERRY PARK,13,SOUTHEASTERN,9/8/15,39.2958405,-76.58117707
2744A036,4126 FAIRVIEW AVE,WEST FOREST PARK,6,NORTHWESTERN,11/6/09,39.32283764,-76.68734015
3803 022,323 E 20TH ST,BARCLAY,12,EASTERN,9/14/06,39.31219388,-76.61164502
2424B059,3031 GRAYSON ST,ROSEMONT,9,SOUTHWESTERN,12/2/14,39.30629104,-76.66848177
0205 039,2124 HOLLINS ST,BOYD-BOOTH,9,SOUTHWESTERN,10/21/11,39.28715908,-76.65073718
0152 007,313 N STRICKER ST,FRANKLIN SQUARE,9,WESTERN,12/22/03,39.29250664,-76.64089993
2348 011,2320 EDMONDSON AVE,ROSEMONT HOMEOWNERS/TENANTS,9,WESTERN,10/31/07,39.29507483,-76.65397313
5180A032,5005 YORK ROAD,WINSTON-GOVANS,4,NORTHERN,3/3/10,39.34930118,-76.60938424
3518A024,3618 ASH ST,HAMPDEN,7,NORTHERN,5/13/14,39.33026201,-76.64044382
4114G005,2609 CECIL AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,5/30/14,39.32031085,-76.59823111
1458 050,1926 E LANVALE ST,BROADWAY EAST,12,EASTERN,3/26/12,39.30994023,-76.59071427
4164A073,1660 DARLEY AVE,DARLEY PARK,12,EASTERN,7/31/15,39.31486111,-76.59462618
2164 013,20 N WHEELER AVE,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,5/12/10,39.28862311,-76.65459303
3190A013,4412 DAYTONA AVE,TOWANDA-GRANTLEY,6,NORTHWESTERN,10/4/08,39.33835056,-76.67177039
0176 034,2019 W LEXINGTON ST,PENROSE/FAYETTE STREET OUTREACH,9,WESTERN,6/26/13,39.29027484,-76.64969348
0150 049,1620 W SARATOGA ST,FRANKLIN SQUARE,9,WESTERN,12/23/09,39.29228725,-76.64344728
4612 015,3107 W GARRISON AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,5/23/14,39.34766598,-76.67264085
2403 007,1612 ASHBURTON ST,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,9/26/07,39.30642129,-76.66236309
0769 069,1125 SARGEANT ST,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,6/15/15,39.28266228,-76.6335273
1096 065,411 MCALLISTER ST,GREENMOUNT WEST,12,EASTERN,10/5/07,39.31067998,-76.6102517
3347D033,2625 QUANTICO AVE,GREENSPRING,6,NORTHERN,2/19/09,39.33746271,-76.66204906
1447 019,1837 RUTLAND AVE,BROADWAY EAST,12,EASTERN,3/26/15,39.31173979,-76.59277346
3228B004,2807 WOODBROOK AVE,PARKVIEW/WOODBROOK,7,WESTERN,3/29/10,39.31419682,-76.6456349
0245 011,1606 W PRATT ST,UNION SQUARE,9,SOUTHERN,12/4/07,39.28553311,-76.64275477
2165 028,5 N CATHERINE ST,SHIPLEY HILL,9,SOUTHWESTERN,10/18/07,39.28817521,-76.6562693
1450 009,1817 N CHESTER ST,BROADWAY EAST,12,EASTERN,4/23/14,39.31135974,-76.58838303
3446 063,2221 CALLOW AVE,RESERVOIR HILL,7,CENTRAL,7/22/13,39.31332312,-76.63104716
1555 045,1103 N MONTFORD AVE,BIDDLE STREET,13,EASTERN,12/1/11,39.30401647,-76.58377127
1448 112,1825 N CHAPEL ST,BROADWAY EAST,12,EASTERN,5/3/11,39.31163159,-76.59090652
2169 052,2745 W FAIRMOUNT AVE,SHIPLEY HILL,9,SOUTHWESTERN,6/15/12,39.28829368,-76.66053746
1163 049,1221 N CAROLINE ST,OLIVER,12,EASTERN,8/7/15,39.30471531,-76.59772219
8314 007,5513 WESLEY AVE,HOWARD PARK,8,NORTHWESTERN,3/22/11,39.33249685,-76.70790898
0415 017,1232 DRUID HILL AVE,UPTON,11,CENTRAL,9/24/08,39.30172269,-76.62859472
2142 029,2607 DULANY ST,MILLHILL,9,SOUTHWESTERN,3/19/14,39.28008839,-76.65707517
0118 078,515 N BRICE ST,MIDTOWN-EDMONDSON,9,WESTERN,6/22/11,39.29430117,-76.64954016
1138 034,1631 E OLIVER ST,OLIVER,12,EASTERN,11/5/05,39.30725924,-76.59548253
1674 065,402 N GLOVER ST,MCELDERRY PARK,13,SOUTHEASTERN,2/10/12,39.2960642,-76.58018089
0239 017,207 FURROW ST,CARROLLTON RIDGE,9,SOUTHWESTERN,2/27/06,39.28447191,-76.651804
0359 024,1548 ARGYLE AVE,UPTON,11,CENTRAL,11/7/14,39.30202881,-76.63488774
3177 025,2809 KEYWORTH AVE,PARK CIRCLE,6,NORTHWESTERN,12/20/11,39.33210605,-76.66359779
0279 012,303 S GILMOR ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,12/11/09,39.28426013,-76.64188507
4602 068,3734 MANCHESTER AVE,CENTRAL PARK HEIGHTS,6,NORTHWESTERN,8/11/05,39.34246515,-76.67675864
1392 016,135 S CENTRAL AVE,WASHINGTON HILL,12,SOUTHEASTERN,10/28/11,39.28943611,-76.59917928
3453 028,2302 MOUNT ROYAL TERR,RESERVOIR HILL,7,CENTRAL,11/19/14,39.31553837,-76.6293644
0563 009,417 N HOWARD ST,DOWNTOWN,11,CENTRAL,1/25/06,39.29458068,-76.61932753
3418A032,2505 MCCULLOH ST,RESERVOIR HILL,7,CENTRAL,12/21/12,39.31322563,-76.63941494
3989 016,1308 LAKESIDE AVE,EDNOR GARDENS-LAKESIDE,14,NORTHEASTERN,12/12/14,39.3295625,-76.5969992
5216 003,4707 ALHAMBRA AVE,WRENLANE,4,NORTHERN,1/9/14,39.34478309,-76.60710093
0266A063,1247 GLYNDON AVE,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,12/17/08,39.28192442,-76.63636879
0020 029,1801 BAKER ST,SANDTOWN-WINCHESTER,7,WESTERN,12/6/06,39.30645145,-76.64675122
1519 006,2310 E PRESTON ST,BROADWAY EAST,13,EASTERN,6/7/07,39.30593146,-76.58476691
0055D005,1036 N ARLINGTON AVE,SANDTOWN-WINCHESTER,9,WESTERN,4/29/14,39.3014815,-76.63623707
6299B005,3309 E PRATT ST,HIGHLANDTOWN,1,SOUTHEASTERN,9/28/15,39.28997292,-76.56983888
0391 045,231 E NORTH AVE,GREENMOUNT WEST,12,EASTERN,1/8/12,39.31086903,-76.61257977
4131 041,1509 CARSWELL ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,10/19/07,39.32309973,-76.59661848
0055B021,1140 N CAREY ST,SANDTOWN-WINCHESTER,9,WESTERN,2/1/12,39.30203376,-76.63913436
0195 064,24 N GILMOR ST,FRANKLIN SQUARE,9,WESTERN,9/20/11,39.28912528,-76.64269539
1517 098,2033 ELLSWORTH ST,BROADWAY EAST,13,EASTERN,7/30/07,39.30597674,-76.58894237
3936 081,2714 FENWICK AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,9/19/14,39.32274123,-76.59017225
1483 056,1503 N COLLINGTON AVE,BROADWAY EAST,13,EASTERN,7/14/11,39.30817724,-76.58696308
1118 055,1608 N BROADWAY,OLIVER,12,EASTERN,5/26/15,39.30879629,-76.59528674
7088 027,3616 SAINT VICTOR ST,BROOKLYN,10,SOUTHERN,5/27/14,39.2338426,-76.59715511
1265A002,220 N GAY ST,PENN-FALLSWAY,12,EASTERN,11/13/13,39.29311512,-76.60857999
1606 052,802 N PATTERSON PARK AVE,MIDDLE EAST,13,EASTERN,7/20/12,39.29992875,-76.58546618
1522 016,1331 N LUZERNE AVE,BEREA,13,EASTERN,8/16/07,39.30668457,-76.58112052
0272 035,331 S SMALLWOOD ST,CARROLLTON RIDGE,9,SOUTHWESTERN,1/10/08,39.28334404,-76.65093894
5393 018,2801 HAMILTON AVE,HAMILTON HILLS,3,NORTHEASTERN,5/21/13,39.35404486,-76.56386901
3205 041,2120 HERBERT ST,MONDAWMIN,7,WESTERN,9/20/05,39.31032532,-76.65220956
1520 039,2433 E HOFFMAN ST,BROADWAY EAST,13,EASTERN,2/13/09,39.30668517,-76.58318734
4157 026,1920 N WASHINGTON ST,SOUTH CLIFTON PARK,12,EASTERN,3/22/10,39.31285414,-76.59071331
1568 078,1020 N CASTLE ST,MIDDLE EAST,13,EASTERN,2/11/15,39.30276312,-76.58920867
3459 050,2310 CALLOW AVE,RESERVOIR HILL,7,CENTRAL,5/20/14,39.31398275,-76.63171988
5202 001,4201 YORK ROAD,PEN LUCY,4,NORTHERN,10/31/14,39.34047917,-76.60918793
0275 135,1803 WILHELM ST,CARROLLTON RIDGE,9,SOUTHERN,11/8/05,39.28361807,-76.64536383
1463 068,1727 N BRADFORD ST,BROADWAY EAST,13,EASTERN,4/19/07,39.31051849,-76.58495031
4057A068,753 E 36TH ST,WAVERLY,14,NORTHERN,11/12/14,39.33184493,-76.60453628
4550 005,3508 W BELVEDERE AVE,ARLINGTON,5,NORTHWESTERN,2/6/12,39.34720865,-76.67933285
0274 006,310 S MONROE ST,CARROLLTON RIDGE,9,SOUTHERN,10/5/12,39.28391073,-76.64698043
3413 029,2456 DRUID HILL AVE,PENN NORTH,7,WESTERN,4/12/06,39.31241425,-76.64054582
1554 006,1111 N PATTERSON PARK AVE,BIDDLE STREET,13,EASTERN,9/5/08,39.30390174,-76.58518044
0279 007,1515 MCHENRY ST,NEW SOUTHWEST/MOUNT CLARE,9,SOUTHERN,10/22/07,39.28422919,-76.64157061
4139 053,2752 THE ALAMEDA,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,3/7/14,39.32208635,-76.59231609
3935 123,2782 TIVOLY AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,8/8/14,39.32326013,-76.59205
2170A043,2608 W FAIRMOUNT AVE,SHIPLEY HILL,9,SOUTHWESTERN,3/25/10,39.28842807,-76.65894474
3413 046,2431 FRANCIS ST,PENN NORTH,7,WESTERN,11/22/13,39.31203031,-76.64076393
0107 067,1916 EDMONDSON AVE,MIDTOWN-EDMONDSON,9,WESTERN,6/4/09,39.29533314,-76.64789878
0411 011,701 W LANVALE ST,UPTON,11,CENTRAL,5/21/10,39.29867947,-76.6324057
0112 044,627 N CALHOUN ST,HARLEM PARK,9,WESTERN,12/16/08,39.29619286,-76.63968355
0001 029,1804 N PAYSON ST,EASTERWOOD,7,WESTERN,12/7/10,39.30890578,-76.650101
0106 017,2032 EDMONDSON AVE,MIDTOWN-EDMONDSON,9,WESTERN,3/19/09,39.29523055,-76.6500973
3205 048,2106 HERBERT ST,MONDAWMIN,7,WESTERN,1/17/14,39.3103363,-76.65190642
3207 096,1920 HERBERT ST,MONDAWMIN,7,WESTERN,11/16/10,39.3104398,-76.64899169
4924A018,704 GLADSTONE AVE,WYNDHURST,6,NORTHERN,5/8/14,39.35426629,-76.6323604
4063 013,2409 GREENMOUNT AVE,EAST BALTIMORE MIDWAY,12,EASTERN,7/18/14,39.31705302,-76.60914035
1590 101,905 N BRADFORD ST,MILTON-MONTFORD,13,EASTERN,8/12/14,39.30128013,-76.58438705
3445 040,2217 BROOKFIELD AVE,RESERVOIR HILL,7,CENTRAL,7/21/15,39.31316828,-76.63281016
5545 025,3130 ORLANDO AVE,NORTH HARFORD ROAD,3,NORTHEASTERN,8/7/15,39.36592468,-76.5438379
2382 002A,922 ASHBURTON ST,MOSHER,9,WESTERN,4/16/15,39.29883068,-76.66189728
2841 001,2800 GARRISON BLVD,GARWYN OAKS,6,NORTHWESTERN,7/31/12,39.31945046,-76.67731447
0154 005,321 N CAREY ST,POPPLETON,9,WESTERN,3/9/13,39.29290214,-76.63808005
1529 019,1236 N GAY ST,BROADWAY EAST,12,EASTERN,8/21/15,39.30487231,-76.59348565
4120 014,1639 GORSUCH AVE,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,1/11/05,39.32097633,-76.5946919
0087 023,807 N GILMOR ST,HARLEM PARK,9,WESTERN,6/20/08,39.29820717,-76.64261404
3341 018,3835 PARK HEIGHTS AVE,GREENSPRING,6,NORTHERN,9/23/08,39.33317644,-76.66114668
0328 060,1801 DIVISION ST,DRUID HEIGHTS,11,CENTRAL,11/21/12,39.30530736,-76.63454601
0118 116,2006 W FRANKLIN ST,MIDTOWN-EDMONDSON,9,WESTERN,3/17/09,39.29391568,-76.64957635
4704 019,5603 KENFORD ROAD,MOUNT WASHINGTON,5,NORTHERN,11/7/08,39.36094314,-76.66205932
8239A007,3900 GWYNN OAK AVE,HOWARD PARK,5,NORTHWESTERN,9/18/14,39.33637164,-76.6936387
2183A014,306 STINSON ST,SHIPLEY HILL,9,SOUTHWESTERN,4/30/07,39.28377301,-76.65891745
2306A037,2400 PRESBURY ST,COPPIN HEIGHTS/ASH-CO-EAST,7,WESTERN,2/20/15,39.30778112,-76.65629746
4062 014,500 E 26TH ST,BETTER WAVERLY,14,NORTHERN,12/9/11,39.31918445,-76.60901464
3461 038B,2509 BROOKFIELD AVE,RESERVOIR HILL,7,CENTRAL,12/4/06,39.3155608,-76.63354105
7993D017,712 N CHAPELGATE LANE,WEST HILLS,8,SOUTHWESTERN,9/4/15,39.29336443,-76.70614812
0288 039,421 FURROW ST,CARROLLTON RIDGE,9,SOUTHWESTERN,11/12/08,39.282426,-76.65165771
3463F004D,823 BROOKS LANE,RESERVOIR HILL,7,CENTRAL,6/27/14,39.31576463,-76.63516825
1099B121,1809 AIKEN ST,OLIVER,12,EASTERN,5/21/07,39.31088721,-76.60051529
1652 015,502 N COLLINGTON AVE,CARE,13,EASTERN,2/27/12,39.29692014,-76.58678597
7477 004,2606 HURON ST,MOUNT WINANS,10,SOUTHERN,5/7/15,39.26142454,-76.64501198
1745 083B,129 S DURHAM ST,UPPER FELLS POINT,13,SOUTHEASTERN,5/24/13,39.28970707,-76.59084155
0009 002,1703 N FULTON AVE,SANDTOWN-WINCHESTER,7,WESTERN,4/2/12,39.30808578,-76.64599576
6312 027,3611 GOUGH ST,HIGHLANDTOWN,2,SOUTHEASTERN,12/4/14,39.28848941,-76.56669592
1556 036,2531 E BIDDLE ST,BIDDLE STREET,13,EASTERN,9/24/14,39.30460041,-76.58167033
1627 019,737 N LAKEWOOD AVE,MADISON-EASTEND,13,EASTERN,3/11/08,39.29973812,-76.57927843
1521 037,2525 E HOFFMAN ST,BEREA,13,EASTERN,12/7/07,39.30672535,-76.58196364
1516 019,1340 N WASHINGTON ST,BROADWAY EAST,13,EASTERN,10/9/08,39.30630387,-76.59030895
2544 014,4221 MASSACHUSETTS AVE,IRVINGTON,8,SOUTHWESTERN,6/5/15,39.28313107,-76.68646136
1164B042,1613 E BIDDLE ST,GAY STREET,12,EASTERN,2/20/14,39.30404879,-76.59578118
0113 041,617 N CAREY ST,HARLEM PARK,9,WESTERN,7/10/14,39.29596186,-76.63824192
3207 080,1927 HERBERT ST,MONDAWMIN,7,WESTERN,7/28/10,39.31021098,-76.64911496
3113 024,3510 COPLEY ROAD,ASHBURTON,6,NORTHWESTERN,7/17/15,39.3288228,-76.67663448
7229 054,4112 MORRISON CT,CURTIS BAY,10,SOUTHERN,7/31/15,39.22794849,-76.58810927
0768 037,1272 WASHINGTON BLVD,WASHINGTON VILLAGE/PIGTOWN,10,SOUTHERN,9/16/11,39.28091537,-76.63537504
3212 067,2103 RIDGEHILL AVE,MONDAWMIN,7,WESTERN,12/10/07,39.31114373,-76.65185829
1459 061,1714 N CASTLE ST,BROADWAY EAST,12,EASTERN,5/21/10,39.31036889,-76.58962128
4041A002,602 BARTLETT AVE,EAST BALTIMORE MIDWAY,12,EASTERN,8/31/12,39.31729447,-76.60761371
2275A138,226 N CULVER ST,ALLENDALE,8,SOUTHWESTERN,5/17/13,39.28961481,-76.6735833
0154 002,327 N CAREY ST,POPPLETON,9,WESTERN,11/13/07,39.29305871,-76.6380894
1607 008,815 N PATTERSON PARK AVE,MILTON-MONTFORD,13,EASTERN,3/13/15,39.30017714,-76.5849639
0123 041,517 N GILMOR ST,HARLEM PARK,9,WESTERN,1/11/06,39.29450063,-76.64241635
0107 017,1907 HARLEM AVE,MIDTOWN-EDMONDSON,9,WESTERN,5/7/12,39.29616464,-76.64767848
4070A057,2626 MATHEWS ST,BETTER WAVERLY,14,NORTHERN,3/20/15,39.32019237,-76.60808731
0059 082,1006 MCKEAN AVE,SANDTOWN-WINCHESTER,9,WESTERN,1/11/13,39.30030573,-76.6470306
0087 022,805 N GILMOR ST,HARLEM PARK,9,WESTERN,9/13/06,39.29815974,-76.64261135
0020 056,1523 MCKEAN AVE,SANDTOWN-WINCHESTER,7,WESTERN,1/30/14,39.30573951,-76.64682792
3235 037,2324 BRYANT AVE,PARKVIEW/WOODBROOK,7,WESTERN,5/16/14,39.31753301,-76.64813634
0244 018,111 S FULTON AVE,UNION SQUARE,9,SOUTHERN,6/5/08,39.28575089,-76.64480822
0076 009,917 N STRICKER ST,SANDTOWN-WINCHESTER,9,WESTERN,10/14/08,39.29942706,-76.64126499
4178C028,3215 ELMORA AVE,FOUR BY FOUR,13,NORTHEASTERN,5/11/12,39.315715,-76.57797005
0059 065,1003 MCKEAN AVE,SANDTOWN-WINCHESTER,9,WESTERN,8/9/12,39.3002479,-76.64658088
1626 013,2601 E MADISON ST,MADISON-EASTEND,13,EASTERN,1/9/14,39.29977744,-76.58074418
0075 039,906 N STRICKER ST,SANDTOWN-WINCHESTER,9,WESTERN,12/20/12,39.29918692,-76.64181305
2100 090,2684 EAGLE ST,MILLHILL,9,SOUTHWESTERN,3/19/10,39.27720603,-76.65754516
8243 026,3714 WOODBINE AVE,HOWARD PARK,5,NORTHWESTERN,2/24/10,39.33500877,-76.69594812
0017 038,1514 BAKER ST,SANDTOWN-WINCHESTER,7,WESTERN,1/7/15,39.30694731,-76.64272637
4021C023,2305 HOMEWOOD AVE,EAST BALTIMORE MIDWAY,12,EASTERN,6/8/11,39.31560174,-76.60675298
1121 018,1534 HOLBROOK ST,OLIVER,12,EASTERN,4/4/12,39.30787749,-76.60341199
2141 027,2676 DULANY ST,MILLHILL,9,SOUTHWESTERN,3/19/15,39.27978463,-76.65830096
0307 048,2107 PENNSYLVANIA AVE,DRUID HEIGHTS,7,CENTRAL,6/11/14,39.30708265,-76.63837756
4114H025,1505 MONTPELIER ST,COLDSTREAM HOMESTEAD MONTEBELLO,14,NORTHEASTERN,11/18/14,39.3215298,-76.59835711
4011B034,2044 ROBB ST,EAST BALTIMORE MIDWAY,12,EASTERN,4/10/15,39.3138803,-76.60297067
3207 059,1918 N MONROE ST,MONDAWMIN,7,WESTERN,7/5/05,39.31060175,-76.64846765
1095 042,1804 BARCLAY ST,GREENMOUNT WEST,12,EASTERN,11/5/04,39.31044536,-76.6111342
5750 011A,4124 HAMILTON AVE,GLENHAM-BELHAR,2,NORTHEASTERN,8/21/15,39.34315581,-76.5458067
3327C015,3441 PARK HEIGHTS AVE,PARK CIRCLE,6,NORTHWESTERN,5/6/08,39.32743643,-76.65710113
1522 083,2607 GROGAN AVE,BEREA,13,EASTERN,8/17/11,39.30629366,-76.580789
1591 045,2415 E EAGER ST,MILTON-MONTFORD,13,EASTERN,11/26/07,39.30164849,-76.58344684
1154 029,616 E BIDDLE ST,JOHNSTON SQUARE,12,EASTERN,11/13/13,39.30391821,-76.60872955
